"cma","city_slope","lo95","hi95","deviation"
"Ottawa-Gatineau",1.55551501416746,1.04833605843768,1.96746852787987,1.3443737458544
"London",1.13334645234075,0.660132894697902,1.53359596187877,0.922205184027687
"Hamilton",0.854616937569073,0.243702430717148,1.43345013706913,0.643475669256011
"St. Catharines-Niagara",0.780667447228303,0.342973463113308,1.16786337655228,0.569526178915241
"Kitchener-Cambridge-Waterloo",0.616492645002827,0.420274524742862,0.793575762840834,0.405351376689765
"Toronto",0.133316738453541,0.0222128422882878,0.231237509311978,-0.0778245298595216
